ID,NAME_EN,NAME_ZH
287.8,Other specified hemorrhagic conditions,其他特定之出血性病態
287.9,Unspecified hemorrhagic conditions,出血性病態
288.0,Agranulocytosis,顆粒性白血球缺乏症
288.1,Functional disorders of polymorphonuclear,neutrophils嗜中性多核白血球功能障礙
288.2,Genetic anomalies of leukocytes,白血球基因異常
288.3,Eosinophilia,嗜酸性白血球增多症
288.8,Other specified disease of white blood cells,其他特定之白血球疾病
288.9,Unspecified disease of white blood cells,白血球疾病
289.0,"Polycythemia, secondary",續發性紅血球過多症
289.1,Chronic lymphadenitis,慢性淋巴腺炎
289.2,Nonspecific mesenteric lymphadenitis,腸系膜淋巴腺炎
289.3,"Lymphadenitis, unspecified, except mesenteric",除腸系膜外之淋巴腺炎
289.4,Hypersplenism,脾臟功能亢進症
289.50,"Diseases of spleen, unspecified",脾臟疾病
289.51,Chronic congestive splenomegaly,慢性充血性脾腫大
289.59,Other diseases of spleen,其他脾臟疾病
289.6,Familial polycythemia,家族性紅血球過多症
289.7,Methemoglobinemia,變性血色素血症
289.8,Other specified diseases of blood and blood-forming organs,其他特定之血液與造血器官疾病
289.9,Unspecified diseases of blood and blood-forming organs,血液與造血器官疾病
290.0,"Senile dementia, uncomplicated",無併發症之老年期癡呆症
290.10,Presenile dementia uncomplicated,無併發症之初老年期癡呆症
290.11,Presenile dementia with delirium,初老年期癡呆症併譫妄
290.12,Presenile dementia with delusional features,初老年期癡呆症併妄想現象
290.13,Presenile dementia with depressive features,初老年期癡呆症併憂鬱現象
290.20,Senile dementia with delusional features,老年期癡呆症併妄想現象
290.21,Senile dementia with depressive features,老年期癡呆症併憂鬱現象
290.3,Senile dementia with delirium,老年期癡呆症併譫妄
290.40,Arteriosclerotic dementia uncomplicated,無併發症之動脈硬化性癡呆症
290.41,Arteriosclerotic dementia with delirium,動脈硬化性癡呆症併譫妄
290.42,Arteriosclerotic dementia with delusional features,動脈硬化性癡呆症併妄想現象
290.43,Arteriosclerotic dementia with depressive features,動脈硬化性癡呆症併憂鬱現象
290.8,Other specified senile psychotic conditions,其他特定之老年期精神病態
290.9,Unspecified senile psychotic condition,老年期精神病態
291.0,Alcohol withdrawal delirium,酒精戒斷性譫妄
291.1,Alcohol amnestic syndrome,酒精性失憶徵候群
291.2,Other alcoholic dementia,其他酒精性癡呆
291.3,Other withdrawal hallucinosis,其他酒精戒斷性幻覺症
291.4,Idiosyncratic alcohol intoxication,特異體質性酒精中毒
291.5,Alcoholic jealousy,酒精性嫉妒症
291.81,Alcohol withdrawal,酒精戒斷症候群
291.89,Other specified alcoholic psychosis,其他特定之酒精性精神病
291.9,Unspecified alcoholic psychosis,酒精性精神病
292.0,Drug withdrawal syndrome,藥物戒斷徵候群
292.11,Drug-induced organic delusional syndrome,藥物所致器質性妄想徵候群
292.12,Drug-induced hallucinosis,藥物所致幻覺症
292.2,Pathological drug intoxication,病態性藥物中毒
292.81,Drug-induced delirium,藥物所致譫妄
292.82,Drug-induced dementia,藥物所致癡呆
292.83,Drug-induced amnestic syndrome,藥物所致失憶徵候群
292.84,Drug-induced organic affective syndrome,藥物所致器質情感性徵候群
292.89,Other specified drug-induced mental disorders,其他特定藥物所致之精神疾患
292.9,Unspecified drug-induced mental disorder,藥物所致之精神疾患
293.0,Acute delirium,急性譫妄
293.1,Subacute delirium,亞急性譫妄
293.81,Organic delusional syndrome,器質性妄想徵候群
293.82,Organic hallucinosis syndrome,器質性幻覺徵候群
293.83,Organic affective syndrome,器質性情感徵候群
293.84,Organic anxiety syndrome,器質性焦慮徵候群
293.89,Other specified transient organic mental disorders,其他特定之暫時性器質性精神疾患
293.9,Unspecified transient organic mental disorder,暫時性器質性精神疾患
294.0,Amnestic syndrome,失憶徵候群
294.10,Dementia in conditions classified elsewhere without behavior disturbance,其他特定之癡呆症，無行為障礙
294.11,Dementia in conditions classified elsewhere with behavior disturbance,其他特定之癡呆症，有行為障礙
294.8,Other specified organic brain syndromes(chronic),其他器質性腦徵候群(慢性)
294.9,Unspecified organic brain syndrome(chronic),器質性腦徵候群(慢性)
295.00,"Schizophrenic disorders, simple type, unspecified",單純型精神分裂症
295.01,"Schizophrenic disorders, simple type, subchronic",亞慢性單純型精神分裂症
295.02,"Schizophrenic disorders, simple type, chronic",慢性單純型精神分裂症
295.03,"Schizophrenic disorders, simple type, subchronic with acute exacerbation",亞慢性伴有急性發作，單純型精神分裂症
295.04,"Schizophrenic disorders, simple type, chronic with acute exacerbation",慢性伴有急性發作，單純型精神分裂症
295.05,"Schizophrenic disorders, simple type, in remission",單純型精神分裂症，緩解中
295.10,"Schizophrenic disorders, disorganized type,",unspecified混亂型精神分裂症
295.11,"Schizophrenic disorders, disorganized type,",subchronic亞慢性混亂型精神分裂症
295.12,"Schizophrenic disorders, disorganized type, chronic",慢性混亂型精神分裂症
295.13,"Schizophrenic disorders, disorganized type, subchronic with acute exacerbation",亞慢性伴有急性發作，混亂型精神分裂症
295.14,"Schizophrenic disorders, disorganized type, chronic with acute exacerbation",慢性伴有急性發作，混亂型精神分裂症
295.15,"Schizophrenic disorders, disorganized type, in remission",混亂型精神分裂症，緩解中
295.20,"Schizophrenic disorders, catatonic type, unspecified",緊張型精神分裂症
295.21,"Schizophrenic disorders, catatonic type, subchronic",亞慢性緊張型精神分裂症
295.22,"Schizophrenic disorders, catatonic type, chronic",慢性緊張型精神分裂症
295.23,"Schizophrenic disorders, catatonic type, subchronic with acute exacerbation",亞慢性伴有急性發作，緊張型精神分裂症
295.24,"Schizophrenic disorders, catatonic type, chronic with acute exacerbation",慢性伴有急性發作，緊張型精神分裂症
295.25,"Schizophrenic disorders, catatonic type, in remission",緊張型精神分裂症，緩解中
295.30,"Schizophrenic disorders, paranoid type, unspecified",妄想型精神分裂症
295.31,"Schizophrenic disorders, paranoid type, subchronic",亞慢性妄想型精神分裂症
295.32,"Schizophrenic disorders, paranoid type, chronic",慢性妄想型精神分裂症
295.33,"Schizophrenic disorders, paranoid type, subchronic with acute exacerbation",亞慢性伴有急性發作，妄想型精神分裂症
295.34,"Schizophrenic disorders, paranoid type, chronic with acute exacerbation",慢性伴有急性發作，妄想型精神分裂症
295.35,"Schizophrenic disorders, paranoid type, in remission",妄想型精神分裂症，緩解中
295.40,"Acute schizophrenic episode, unspecified",急性精神分裂症發作
295.41,"Acute schizophrenic episode, subchronic",亞慢性急性精神分裂症發作
295.42,"Acute schizophrenic episode, chronic",慢性急性精神分裂症發作
295.43,"Acute schizophrenic episode, subchronic with acute exacerbation",亞慢性伴有急性發作，急性精神分裂症發作
295.44,"Acute schizophrenic episode, chronic with acute exacerbation",慢性伴有急性發作，急性精神分裂症發作
295.45,"Acute schizophrenic episode, in remission",急性精神分裂症發作，緩解中
295.50,"Latent schizophrenia, unspecified",潛伏型精神分裂症
295.51,"Latent schizophrenia, subchronic",亞慢性潛伏型精神分裂症
295.52,"Latent schizophrenia, chronic",慢性潛伏型精神分裂症
295.53,"Latent schizophrenia, subchronic with acute exacerbation",亞慢性伴有急性發作，潛伏型精神分裂症
295.54,"Latent schizophrenia, chronic with acute",exacerbation慢性伴有急性發作，潛伏型精神分裂症
295.55,"Latent schizophrenia, in remission",潛伏型精神分裂症，緩解中
295.60,"Residual schizophrenia, unspecified",殘餘型精神分裂症
295.61,"Residual schizophrenia, subchronic",亞慢性殘餘型精神分裂症
295.62,"Residual schizophrenia, chronic",慢性殘餘型精神分裂症
295.63,"Residual schizophrenia, subchronic with acute exacerbation",亞慢性伴有急性發作，殘餘型精神分裂症
295.64,"Residual schizophrenia, chronic with acute",exacerbation慢性伴有急性發作，殘餘型精神分裂症
295.65,"Residual schizophrenia, in remission",殘餘型精神分裂症，緩解中
295.70,"Schizo-affective type, unspecified",情感性精神分裂症
295.71,"Schizo-affective type, subchronic",亞慢性情感型精神分裂症
295.72,"Schizo-affective type, chronic",慢性情感型性精神分裂症
295.73,"Schizo-affective type, subchronic with acute exacerbation",亞慢性伴有急性發作，情感型精神分裂症
295.74,"Schizo-affective type, chronic with acute",exacerbation慢性伴有急性發作，情感型精神分裂症
295.75,"Schizo-affective type, in remission",情感型性精神分裂症，緩解中
295.80,"Other specified types of schizophrenia, unspecified",其他特定亞型之精神分裂症
295.81,"Other specified types of schizophrenia, subchronic",其他特定亞型之亞慢性其他精神分裂症
295.82,"Other specified types of schizophrenia, chronic",慢性其他特定亞型之精神分裂症
295.83,"Other specified types of schizophrenia, subchronic with acute exacerbation",其他特定亞型之亞慢性伴有急性發作，其他精神分裂症
295.84,"Other specified types of schizophrenia, chronic with acute exacerbation",慢性伴有急性發作，其他特定亞型之精神分裂症
295.85,"Other specified types of schizophrenia, in remission",其他特定亞型之精神分裂症，緩解中
295.90,"Unspecified schizophrenia, unspecified",精神分裂症
295.91,"Unspecified schizophrenia, subchronic",亞慢性精神分裂症
295.92,"Unspecified schizophrenia, chronic",慢性精神分裂症
295.93,"Unspecified schizophrenia, subchronic with acute exacerbation",亞慢性伴有急性發作，精神分裂症
295.94,"Unspecified schizophrenia, chronic with acute exacerbation",慢性伴有急性發作，精神分裂症
295.95,"Unspecified schizophrenia, in remission",精神分裂症，緩解中
296.00,"Manic disorder, single episode, unspecified",躁症，單純發作
296.01,"Manic disorder, single episode, mild",躁症，單純發作，輕度
296.02,"Manic disorder, single episode, moderate",躁症，單純發作，中度
296.03,"Manic disorder, single episode, severe without mention of psychotic behavior",躁症，單純發作，重度未提及精神病行為
296.04,"Manic disorder, single episode, severe specified as with psychotic behavior",躁症，單純發作，重度伴有精神病行為
296.05,"Manic disorder, single episode, in partial or unspecified remission",躁症，單純發作，部份緩解中
296.06,"Manic disorder, single episode, in full remission",躁症，單純發作，完全緩解
296.10,"Manic disorder, recurrent episode, unspecified",躁症，復發
296.11,"Manic disorder, recurrent episode, mild",躁症，復發，輕度
296.12,"Manic disorder, recurrent episode, moderate",躁症，復發，中度
296.13,"Manic disorder, recurrent episode, severe without mention of psychotic behavior",躁症，復發，重度未提及精神病行為
296.14,"Manic disorder, recurrent episode, severe specified as with psychotic behavior",躁症，復發，重度伴有精神病行為
296.15,"Manic disorder, recurrent episode, in partial or unspecified remission",躁症，復發，部份緩解中
296.16,"Manic disorder, recurrent episode, in full remission",躁症，復發，完全緩解
296.20,"Major depressive disorder, single episode,",unspecified重鬱症，單純發作
296.21,"Major depressive disorder, single episode, mild",重鬱症，單純發作，輕度
296.22,"Major depressive disorder, single episode, moderate",重鬱症，單純發作，中度
296.23,"Major depressive disorder, single episode, severe without mention of psychotic behavior",重鬱症，單純發作，重度未提及精神病性行為
296.24,"Major depressive disorder, single episode, severe specified as with psychotic behavior",重鬱症，單純發作，重度伴有精神病性行為
296.25,"Major depressive disorder, single episode, in partial or unspecified remission",重鬱症，單純發作，部份緩解中
296.26,"Major depressive disorder, single episode, in full remission",重鬱症，單純發作，完全緩解
296.30,"Major depressive disorder, recurrent episode, unspecified",重鬱症，復發
296.31,"Major depressive disorder, recurrent episode, mild",重鬱症，復發，輕度
296.32,"Major depressive disorder, recurrent episode,",moderate重鬱症，復發，中度
296.33,"Major depressive disorder, recurrent episode, severe without mention of psychotic behavior",重鬱症，復發，重度未提及精神病行為
296.34,"Major depressive disorder, recurrent episode, severe specified as with psychotic behavior",重鬱症，復發，重度伴有精神病行為
296.35,"Major depressive disorder, recurrent episode, in partial or unspecified remission",重鬱症，復發，部份緩解中
296.36,"Major depressive disorder, recurrent episode, in full remission",重鬱症，復發，完全緩解
296.40,"Bipolar affective disorder, manic, unspecified",雙相情感疾患，躁型
296.41,"Bipolar affective disorder, manic, mild",雙相情感疾患，躁型，輕度
296.42,"Bipolar affective disorder, manic, moderate",雙相情感疾患，躁型，中度
296.43,"Bipolar affective disorder, manic, severe without mention of psychotic behavior",雙相情感疾患，躁型，重度未提及精神病行為
296.44,"Bipolar affective disorder, manic, severe specified as with psychotic behavior",雙相情感疾患，躁型，重度伴有精神病行為
296.45,"Bipolar affective disorder, manic, in partial or unspecified remission",雙相情感疾患，躁型，部份緩解中
296.46,"Bipolar affective disorder, manic, in full remission",雙相情感疾患，躁型，完全緩解
296.50,"Bipolar affective disorder, depressed, unspecified",雙相情感疾患，鬱型
296.51,"Bipolar affective disorder, depressed, mild",雙相情感疾患，鬱型，輕度
296.52,"Bipolar affective disorder, depressed, moderate",雙相情感疾患，鬱型，中度
296.53,"Bipolar affective disorder, depressed, severe without mention of psychotic behavior",雙相情感疾患，鬱型，重度未提及精神病行為
296.54,"Bipolar affective disorder, depressed, severe specified as with psychotic behavior",雙相情感疾患，鬱型，重度伴有精神病行為
296.55,"Bipolar affective disorder, depressed, in partial or unspecified remission",雙相情感疾患，鬱型，部份緩解中
296.56,"Bipolar affective disorder, depressed, in full",remission雙相情感疾患，鬱型，完全緩解
296.60,"Bipolar affective disorder, mixed, unspecified",雙相情感疾患，混合型
296.61,"Bipolar affective disorder, mixed, mild",雙相情感疾患，混合型，輕度
296.62,"Bipolar affective disorder, mixed, moderate",雙相情感疾患，混合型，中度
296.63,"Bipolar affective disorder, mixed, sever without mention of psychotic behavior",雙相情感疾患，混合型，重度未提及精神病行為
296.64,"Bipolar affective disorder, mixed, sever specified as with psychotic behavior",雙相情感疾患，混合型，重度伴有精神病行為
296.65,"Bipolar affective disorder, mixed, in partial or unspecified remission",雙相情感疾患，混合型，部份緩解中
296.66,"Bipolar affective disorder, mixed, in full remission",雙相情感疾患，混合型，完全緩解
296.7,"Bipolar affective disorder, unspecified",雙相情感疾患
296.80,"Manic-depressive psychosis, unspecified",躁鬱精神病
296.81,Atypical manic disorder,非典型躁症
296.82,Atypical depressive disorder,非典型鬱症
296.89,Other manic-depressive psychosis,其他之躁鬱精神病
296.90,Unspecified affective psychoses,情感性精神病
296.99,Other specified affective psychoses,其他特定之情感性精神病
297.0,"Paranoid state, simple",妄想狀態，單純性
297.1,Paranoia,妄想症
297.2,Paraphrenia,晚發性妄想精神病
297.3,Shared paranoid disorder,誘發性妄想精神病
297.8,Other specified paranoid states,其他特定妄想狀態
297.9,Unspecified paranoid state,妄想狀態
298.0,Depressive type psychosis,憂鬱型非器質性精神病
298.1,Excitative type psychosis,興奮型非器質性精神病
298.2,Reactive confusion,反應性混亂
298.3,Acute paranoid reaction,急性妄想反應
298.4,Psychogenic paranoid psychosis,心因性妄想性精神病
298.8,Other and unspecified reactive psychosis,其他反應性精神病
298.9,Unspecified psychosis,精神病
299.00,"Infantile autism, current or active state",嬰幼兒自閉症，發作或活性狀態
299.01,"Infantile autism, residual state",嬰幼兒自閉症，殘餘狀態
299.10,"Disintegrative psychosis, current or active state",崩解性精神病，發作或活性狀態
299.11,"Disintegrative psychosis, residual state",崩解性精神病，殘餘狀態
299.80,"Other specified early childhood psychoses, current or active state",其他源發於兒童期之精神病，發作或活性狀態
299.81,"Other specified early childhood psychoses, residual state",其他源發於兒童期之精神病，殘餘狀態
299.90,"Psychoses with origin specific to childhood, unspecified, current or active state",源發於兒童期之精神病，發作或活性狀態
299.91,"Psychoses with origin specific to childhood, unspecified, residual state",源發於兒童期之精神病，殘餘狀態
300.00,"Anxiety state, unspecified",焦慮狀態
300.01,Panic disorder,恐慌症
300.02,Generalized anxiety disorder,泛焦慮症
300.09,Other anxiety states,其他焦慮狀態
300.10,"Hysteria, unspecified",歇斯底里
300.11,Conversion disorder,轉化症
300.12,Psychogenic amnesia,心因性失憶症
300.13,Psychogenic fugue,心因性遊走症
300.14,Multiple personality,多重人格
300.15,"Dissociative disorder or reaction, unspecified",解離症或反應
300.16,Factitious illness with psychological symptoms,偽病症併心理症狀
300.19,Other and unspecified factitious illness,其他偽病
300.20,"Phobia, unspecified",畏懼症
300.21,Agoraphobia with panic attacks,懼曠症併恐慌發作
300.22,Agoraphobia without mention of panic attacks,懼曠症未提及恐慌發作
300.23,Social phobia,懼社交症
300.29,Other isolated or simple phobias,其他單獨或單純畏懼症
300.3,Obsessive-compulsive disorders,強迫症
300.4,Neurotic depression,精神官能性憂鬱症
300.5,Neurasthenia,神經衰弱症
300.6,Depersonalization syndrome,自我感喪失性徵候群
300.7,Hypochondriasis,慮病症
300.81,Somatization disorder,身體化症
300.82,Undifferentiated somatoform disorder,無法鑑別之擬身體化症
300.89,Other neurotic disorders,其他精神官能症
300.9,Unspecified neurotic disorder,精神官能症
301.0,Paranoid personality disorder,妄想性人格違常
301.10,"Affective personality disorder, unspecified",情感性人格違常
301.11,Chronic hypomanic personality disorder,慢性輕躁性人格違常
301.12,Chronic depressive personality disorder,慢性憂鬱性人格違常
301.13,Cyclothymic disorder,情感循環性人格違常
301.20,"Schizoid personality disorder, unspecified",準精神分裂性人格
301.21,Introverted personality,內向性人格
301.22,Schizotypal personality,分裂性人格
301.3,Explosive personality disorder,暴躁性人格違常
301.4,Compulsive personality disorder,強迫性人格違常
301.50,"Histrionic personality disorder, unspecified",劇化性人格違常
301.51,Chronic factitious illness with physical symptoms,慢性偽病伴有身體症狀
301.59,Other histrionic personality disorder,其他劇化性人格違常
301.6,Dependent personality disorder,依賴性人格違常
301.7,Antisocial personality disorder,反社會性人格違常
301.81,Narcissistic personality,自戀性人格
301.82,Avoidant personality,逃避性人格
301.83,Borderline personality,邊緣性人格
301.84,Passive-aggressive personality,被動-侵略性人格
301.89,Other personality disorders,其他人格違常
301.9,Unspecified personality disorder,人格違常
302.0,Eno-dystonic homosexuality,同性戀
302.1,Zoophilia,戀獸症
302.2,Pedophilia,戀童症
302.3,Transvestism,扮異性症
302.4,Exhibitionism,暴露症
302.50,Trans-sexualism with unspecified sexual history,變性症併未明示之性經歷
302.51,Trans-sexualism with asexual history,變性症，無性經歷
302.52,Trans-sexualism with homosexual history,變性症伴有同性戀經歷
302.53,Trans-sexualism with heterosexual history,變性症伴有異性戀經歷
302.6,Disorders of psychosexual identity,性心理認同障礙
302.70,"Psychosexual dysfunction, unspecified",性心理性功能障礙
302.71,Psychosexual dysfunction with inhibited sexual,desire性心理性功能障礙併性慾抑制
302.72,Psychosexual dysfunction with inhibited sexual excitement,性心理性功能障礙併性興奮抑制
302.73,Psychosexual dysfunction with inhibited female,orgasm性心理性功能障礙併女性性高潮抑制
302.74,Psychosexual dysfunction with inhibited male,orgasm性心理性功能障礙併男性性高潮抑制
302.75,Psychosexual dysfunction with premature,ejaculation性心理性功能障礙併早洩
302.76,Psychosexual dysfunction with functional,dyspareunia性心理性功能障礙併功能性性交疼痛
302.79,Psychosexual dysfunction with other specified psychosexual dysfunctions,其他性心理性功能障礙
302.81,Fetishism,戀物症
302.82,Voyeurism,窺視症
302.83,Sexual masochism,性被虐待症
302.84,Sexual sadism,性虐待症
302.85,Gender identity disorder of adolescent or adult life,青春期或成人期性別認同障礙
302.89,Other specified psychosexual disorders,其他特定之性心理疾患
302.9,Unspecified psychosexual disorder,性心理疾患
303.00,"Acute alcoholic intoxication, unspecified",急性酒精中毒
303.01,"Acute alcoholic intoxication, continuous",急性酒精中毒，持續性
303.02,"Acute alcoholic intoxication, episodic",急性酒精中毒，陣發性
303.03,"Acute alcoholic intoxication, in remission",急性酒精中毒，緩解中
303.90,"Other and unspecified alcohol dependence,",unspecified其他酒癮
303.91,"Other and unspecified alcohol dependence,",continuous其他酒癮，持續性
303.92,"Other and unspecified alcohol dependence, episodic",其他酒癮，陣發性
303.93,"Other and unspecified alcohol dependence, in",remission其他酒癮，緩解中
304.00,"Opioid type dependence, unspecified",鴉片類成癮
304.01,"Opioid type dependence, continuous",鴉片類成癮，持續性
304.02,"Opioid type dependence, episodic",鴉片類成癮，陣發性
304.03,"Opioid type dependence, in remission",鴉片類成癮，緩解中
304.10,"Barbiturate and similarly acting sedative or hypnotic dependence, unspecified",巴比妥類及作用類似之鎮定劑或安眠藥成癮
304.11,"Barbiturate and similarly acting sedative or hypnotic dependence, continuous",巴比妥類及作用類似之鎮定劑或安眠藥成癮，持續性
304.12,"Barbiturate and similarly acting sedative or hypnotic dependence, episodic",巴比妥類及作用類似之鎮定劑或安眠藥成癮，陣發性
304.13,"Barbiturate and similarly acting sedative or hypnotic dependence, in remission",巴比妥類及作用類似之鎮定劑或安眠藥成癮，緩解中
304.20,"Cocaine dependence, unspecified",古柯鹼成癮
304.21,"Cocaine dependence, continuous",古柯鹼成癮，持續性
304.22,"Cocaine dependence, episodic",古柯鹼成癮，陣發性
304.23,"Cocaine dependence, in remission",古柯鹼成癮，緩解中
304.30,"Cannabis dependence, unspecified",大麻成癮
304.31,"Cannabis dependence, continuous",大麻成癮，持續性
304.32,"Cannabis dependence, episodic",大麻成癮，陣發性
304.33,"Cannabis dependence, in remission",大麻成癮，緩解中
304.40,"Amphetamine and other psychostimulant dependence, unspecified",安非他命及其他興奮劑成癮
304.41,"Amphetamine and other psychostimulant dependence, continuous",安非他命及其他興奮劑成癮，持續性
304.42,"Amphetamine and other psychostimulant dependence, episodic",安非他命及其他興奮劑成癮，陣發性
304.43,"Amphetamine and other psychostimulant dependence, in remission",安非他命及其他興奮劑成癮，緩解中
304.50,"Hallucinogen dependence, unspecified",幻覺劑成癮
304.51,"Hallucinogen dependence, continuous",幻覺劑成癮，持續性
304.52,"Hallucinogen dependence, episodic",幻覺劑成癮，陣發性
304.53,"Hallucinogen dependence, in remission",幻覺劑成癮，緩解中
304.60,"Other specified drug dependence, unspecified",其他藥物成癮
304.61,"Other specified drug dependence, continuous",其他藥物成癮，持續性
304.62,"Other specified drug dependence, episodic",其他藥物成癮，陣發性
304.63,"Other specified drug dependence, in remission",其他藥物成癮，緩解中
304.70,"Combinations of opioid type drug with any other, unspecified",鴉片類與其他藥物併用成癮
304.71,"Combinations of opioid type drug with any other, continuous",鴉片類與其他藥物併用成癮，持續性
304.72,"Combinations of opioid type drug with any other, episodic",鴉片類與其他藥物併用成癮，陣發性
304.73,"Combinations of opioid type drug with any other, in remission",鴉片類與其他藥物併用成癮，緩解中
304.80,"Combinations of drug dependence excluding opioid type drug, unspecified",非鴉片類之其他藥物併用成癮
304.81,"Combinations of drug dependence excluding opioid type drug, continuous",非鴉片類之其他藥物併用成癮，持續性
304.82,"Combinations of drug dependence excluding opioid type drug, episodic",非鴉片類之其他藥物併用成癮，陣發性
304.83,"Combinations of drug dependence excluding opioid type drug, in remission",非鴉片類之其他藥物併用成癮，緩解中
304.90,"Unspecified drug dependence, unspecified",藥癮
304.91,"Unspecified drug dependence, continuous",藥癮，持續性
304.92,"Unspecified drug dependence, episodic",藥癮，陣發性
304.93,"Unspecified drug dependence, in remission",藥癮，緩解中
305.00,"Alcohol abuse, unspecified",酒精濫用
305.01,"Alcohol abuse, continuous",酒精濫用，持續性
305.02,"Alcohol abuse, episodic",酒精濫用，陣發性
305.03,"Alcohol abuse, in remission",酒精濫用，緩解中
305.1,Tobacco use disorder,煙草使用異常
305.20,"Cannabis abuse, unspecified",大麻濫用
305.21,"Cannabis abuse, continuous",大麻濫用，持續性
305.22,"Cannabis abuse, episodic",大麻濫用，陣發性
305.23,Cannabis abuse in remission,大麻濫用，緩解中
305.30,"Hallucinogen abuse, unspecified",幻覺劑濫用
305.31,"Hallucinogen abuse, continuous",幻覺劑濫用，持續性
305.32,"Hallucinogen abuse, episodic",幻覺劑濫用，陣發性
305.33,"Hallucinogen abuse, in remission",幻覺劑濫用，緩解中
305.40,"Barbiturate and similarly acting sedative or hypnotic abuse, unspecified",巴比妥類及作用類似之鎮定劑或安眠藥濫用
305.41,"Barbiturate and similarly acting sedative or hypnotic abuse, continuous",巴比妥類及作用類似之鎮定劑或安眠藥濫用，持續性
305.42,"Barbiturate and similarly acting sedative or hypnotic abuse, episodic",巴比妥類及作用類似之鎮定劑或安眠藥濫用，陣發性
305.43,"Barbiturate and similarly acting sedative or hypnotic abuse, in remission",巴比妥類及作用類似之鎮定劑或安眠藥濫用，緩解中
305.50,"Opioid abuse, unspecified",鴉片類藥物濫用
305.51,"Opioid abuse, continuous",鴉片類藥物濫用，持續性
305.52,"Opioid abuse, episodic",鴉片類藥物濫用，陣發性
305.53,"Opioid abuse, in remission",鴉片類藥物濫用，緩解中
305.60,"Cocaine abuse, unspecified",古柯鹼濫用
305.61,"Cocaine abuse, continuous",古柯鹼濫用，持續性
305.62,"Cocaine abuse, episodic",古柯鹼濫用，陣發性
305.63,"Cocaine abuse, in remission",古柯鹼濫用，緩解中
305.70,"Amphetamine or related acting sympathomimetic abuse, unspecified",安非他命類或相關作用之仿交感神經作用藥濫用
305.71,"Amphetamine or related acting sympathomimetic abuse, continuous",安非他命類或相關作用之仿交感神經作用藥濫用，持續性
305.72,"Amphetamine or related acting sympathominetic abuse, episodic",安非他命類或相關作用之仿交感神經作用藥濫用，陣發性
305.73,"Amphetamine or related acting sympathomimetic abuse, in remission",安非他命類或相關作用之仿交感神經作用藥濫用，緩解中
305.80,"Antidepressant type abuse, unspecified",抗憂鬱劑濫用
305.81,"Antidepressant type abuse, continuous",抗憂鬱劑濫用，持續性
305.82,"Antidepressant type abuse, episodic",抗憂鬱劑濫用，陣發性
305.83,"Antidepressant type abuse, in remission",抗憂鬱劑濫用，緩解中
305.90,"Other mixed or unspecified drug abuse, unspecified",其他混合性或未明示藥物濫用
305.91,"Other mixed or unspecified drug abuse, continuous",其他混合性或未明示藥物濫用，持續性
305.92,"Other mixed or unspecified drug abuse, episodic",其他混合性或未明示藥物濫用，陣發性
305.93,"Other mixed or unspecified drug abuse, in remission",其他混合性或未明示藥物濫用，緩解中
306.0,Psychogenic musculoskeletal malfunction,心因性之骨骼肌內系統功能障礙
306.1,Psychogenic respiratory malfunction,心因性之呼吸系統功能障礙
306.2,Psychogenic cardiovascular malfunction,心因性之心臟血管系統功能障礙
306.3,Psychogenic skin malfunction,心因性之皮膚系統功能障礙
306.4,Psychogenic gastrointestinal malfunction,心因性之胃腸消化系統功能障礙
306.50,"Psychogenic genitourinary malfunction, unspecified",心因性之生殖泌尿系統功能障礙
306.51,Psychogenic vaginismus,心因性陰道痙攣
306.52,Psychogenic dysmenorrhea,心因性經痛
306.53,Psychogenic dysuria,心因性排尿困難
306.59,Other psychogenic genitourinary malfunction,其他心因性生殖泌尿系統功能障礙
306.6,Psychogenic endocrine malfunction,心因性內分泌功能障礙
306.7,Psychogenic organs of special sense malfunction,心因性特殊感官功能障礙
306.8,Other specified psychophysiological malfunction,其他心理生理功能障礙
306.9,Unspecified psychophysiological malfunction,心理生理功能障礙
307.0,Stammering and stuttering,結巴與口吃
307.1,Anorexia nervosa,神經性厭食症
307.20,"Tic disorder, unspecified",抽搐疾患
307.21,Transient tic disorder of childhood,兒童之短暫抽搐疾患
307.22,Chronic motor tic disorder,慢性運動性抽搐疾患
307.23,Gilles de la Tourette's disorder,土瑞氏症候群
307.3,Stereotyped repetitive movements,刻板性反覆動作
307.40,"Nonorganic sleep disorder, unspecified",非器質性睡眠障礙
307.41,Transient disorder of initiating or maintaining sleep,入睡或維持睡眠之短暫障礙
307.42,Persistent disorder of initiating or maintaining sleep,入睡或維持睡眠之持續障礙
307.43,Transient disorder of initiating or maintaining wakefulness,初醒或保持清醒之短暫障礙
307.44,Persistent disorder of initiating or maintaining wakefulness,初醒或保持清醒之持續障礙
307.45,Phase-shift disruption of 24-hour sleep-wake cycle,24小時睡眠－清醒週期轉換障礙
307.46,Somnambulism or night terrors,夢遊症或睡驚症
307.47,Other dysfunctions of sleep stages or arousal from sleep,其他睡眠期或覺醒之功能障礙
307.48,Repetitive intrusions of sleep,反覆侵擾性睡眠
307.49,Other specific disorders of sleep of nonorganic,origin其他非器質性睡眠疾患
307.50,"Eating disorder, unspecified",飲食疾患
307.51,Bulimia,暴食症
307.52,Pica,異食症
307.53,Psychogenic rumination,心因性反芻症
307.54,Psychogenic vomiting,心因性嘔吐症
307.59,Other disorders of eating,其他之飲食疾患
307.6,Enuresis,遺尿症
307.7,Encopresis,遺屎症
